content,mophologics_num,bad_per_mophologic,simple_bad_flg,target,hiniku_per_mophologic,simple_hiniku_flg,positive_per_mophologic,simple_positive_flg
フェミニストを提唱するババァに善人はいない,10,0,0,1,1,1,0,0
くっせえええ,3,0,0,1,0,0,0,0
社会主義者のババアはショートカットが多いな,10,0,0,1,0,0,0,0
マジできもいな,4,0,1,1,0,0,0,0
9分もかかって何言ってんだコイツ？,12,0,0,1,0,1,0,0
おまえらがいなくなれば日本はよくなるとおもうよ,14,0,0,1,0,0,1,1
語録が少ない死ね,4,1,1,1,0,1,0,0
きたねえBGMだなあ,7,0,0,1,0,1,0,0
このババアまだ生きてたのか,8,0,0,1,0,0,0,0
マジでナチス以下だな。内政すらうまくない,11,0,0,1,1,1,1,1
黙れよクズが,4,2,1,1,0,0,0,0
民主は人間のクズばかり,6,1,1,1,0,0,0,0
アホ山総理,3,1,1,1,0,0,0,0
このばばぁ　頭おかしいな,7,0,1,1,0,0,0,0
人間としての知性が皆無だな,8,0,0,1,0,1,0,0
なにやってんだあいつら・・,9,0,0,2,0,1,0,0
ちょっと薬物キメ過ぎなんとちゃう？,7,0,0,2,0,0,0,0
初代の方が全然面白い,6,0,0,2,0,1,1,1
聞こえん,2,0,0,2,0,0,0,0
練習動画かな？,5,0,0,2,0,1,0,0
←ホームレスみたいなのがオシャレ(笑),10,0,0,2,0,1,1,1
このアホ視点は叩かないで他のいい感じの視点にはでっかい口で叩くんだなくそ脳内元帥どもは,28,2,1,2,1,1,1,1
図書館に書籍寄付してもお礼もなかったですしね。,15,0,0,2,0,1,1,1
夢の無い台や,5,0,0,2,1,1,1,1
相手の手札見ながらは流石になぁ…,10,0,0,2,0,1,1,1
糞真面目な人間が損する…夜神総一郎かな？,13,1,1,2,1,1,2,1
こいつ大丈夫か？って思ってきました,10,1,1,2,1,1,1,1
俺上手いアピールしてるガキは何なの？動画上げろよ,14,1,1,2,0,1,1,1
名前の分別ついてなさすぎやない？大丈夫？,13,0,0,2,1,1,1,1
当時幼稚園児には難しすぎた,8,0,0,2,0,1,0,0
wikiの寄生虫のくせになにいってだ,10,0,0,2,0,1,0,0
テンプレ行動しかしねえな,7,0,0,2,1,1,0,0
意外とおもろいで,3,0,0,2,1,1,1,1
音もひどいしプレイも酷い良いのは声だけ,12,1,1,2,1,1,1,1
小学生レベル,2,0,0,2,1,1,0,0
カマキリが編集してるんやろ,7,0,0,2,0,1,0,0
なにやってんだあいつら…,8,0,0,2,0,1,0,0
岸本が影響受けた大友とかメビウスとかの方をまず見てから判断した方が良いと思うんだよな,28,0,0,2,0,1,1,1
だめだこいつ（確信),6,1,1,2,0,0,0,0
戦闘民族だからね、仕方ないね,9,0,0,2,1,1,0,0
考察になると何のコメントも出来なくなる未プレイ勢好き,15,0,0,2,0,1,1,1
こいつやばいな,3,1,1,2,0,0,0,0
こんなん完全にチャテロ,5,0,0,2,0,0,0,0
普通の人からしたらいい人達よね,10,0,0,2,0,1,2,1
精神崩壊かな？,5,0,0,2,0,1,0,1
多分動画としてあまり意識してないんだろな,11,0,0,2,2,1,0,0
ほかのプレイヤーに迷惑をかける形でのルーニープレイとはどういうものかっていう好例　ムカつくとこも含めて,25,0,0,2,1,1,1,1
さよなら国産,2,0,0,2,0,0,0,0
バケゆかはどうせちょっと（数百時間）練習しただけだろ,15,0,0,2,2,1,0,0
ANさぁはいろいろ裏で手を回してそう,11,0,0,2,0,0,0,0
ネオン輝く方かな？,6,0,0,2,0,1,0,0
初見実況に上手いだの下手だのってコメ恥ずかしくないの？,15,1,1,2,2,1,1,1
元気のいいお子さんでいらっしゃいますね,8,0,0,2,0,1,2,1
いっつも行動を要求されるのは操作キャラ,10,0,0,2,0,0,0,0
思い出にしがみつく…お嬢の言葉かな？,11,0,0,2,0,1,0,0
微妙なピンク色だなぁ,5,0,0,2,0,1,0,0
こいつ作る努力をわかった気になってるだけのサルゥなんだよなぁ,18,1,1,2,1,1,0,0
風景画だな。キャラがいる意味がない,11,0,0,2,1,1,0,0
遅くてもいいじゃない人間だものー,10,0,0,2,2,1,1,1
みゆきちゃん天然かな？,6,0,0,2,0,1,0,0
模倣かな？,4,0,0,2,0,1,0,0
なんやこの構図の連続......,7,0,0,2,0,0,0,0
関西人はタダに弱いからね,8,1,1,2,0,0,0,0
ほんと継続だけは強い,5,0,0,2,1,1,1,1
その「格安sim」のラスト1マイルインフラはどこが持ってるんだ?ということを考えて言おうね。,27,0,0,2,1,1,0,1
精神崩壊かな？,5,0,0,2,0,1,0,1
お前がヤれるわけない　愛想笑いで終了,11,0,0,2,1,1,1,1
流石に編集雑だわ,6,1,1,2,0,1,1,1
ドニーのくせにサモみたいな見た目してんなお前な,13,0,0,2,0,0,0,0
単発動画かな？,5,0,0,2,0,1,0,0
プラクティスかな？,4,0,0,2,0,1,0,0
学校の先生ってすごい,5,0,0,2,1,1,1,1
錬金釜「このデブ何なんだよ邪魔くせえな」,15,1,1,2,0,0,0,0
動画撮ることにも素人なんだろ察したれ,11,0,0,2,1,1,0,0
小学生がいるな・・・,7,0,0,2,0,0,0,0
自分の方がうまいというそんな玄人さんは見なくていいんだぜ？,18,0,0,2,1,1,2,1
己が魔羅で尻をするということわざがあってな,13,0,0,2,1,1,0,0
セーフガードの職員かな？（ＢＬＡＭＥ！並感）,13,0,0,2,0,1,0,0
カメラマンのせいでしょ!？違うかな！,9,0,0,2,0,0,0,0
もう動画あげないんですかね？v・。・v,14,0,0,2,1,1,0,0
そりゃただ勝つだけなら凡人だろう,8,0,0,2,2,1,1,1
これＮＡＱさんのひき弱いんだよね？実際は当たるよね？,17,1,1,2,0,0,0,0
これはガバガバですわ,5,0,0,2,0,0,0,0
これは一人プレイですか,7,0,0,2,0,1,0,0
幸せそうでなにより,5,0,0,2,0,0,1,1
武器は良いけど本人のレベルが低い的な,11,0,0,2,2,1,1,1
マイクオンかな？,4,0,0,2,0,1,0,0
皆よくこんな奴に従うね,7,0,0,2,0,0,1,1
元気そうで何より,4,0,0,2,1,1,1,1
GJだろ、常識的に考えて,8,0,0,2,1,1,0,0
選択肢にまともなのがないんですがそれは,12,0,0,2,1,1,0,0
関西だとこれが普通だからなぁ・・・,12,0,0,2,0,1,1,1
病院行け！,3,0,0,2,1,1,0,0
一人でレースしてるのかな？,10,0,0,2,0,1,0,0
相手の手札見ながらは流石になぁ………,12,0,0,2,0,1,1,1
ブレイクコアかな？,4,0,0,2,0,1,0,0
1番難しい(小学校の理科レベル),9,0,0,2,1,1,0,0
だから暇なんだろうな,7,0,0,2,1,1,0,0
糞真面目な奴が一番損するってそれ一,10,1,1,2,2,1,1,1
死にたがりか,4,0,0,2,0,0,0,0
何も買わずにイートインコーナーを利用できる人って、すごいよね。 きっと、大らかに育ててもらったんだね。,31,0,0,2,1,1,1,1
売名してこの再生数、さすがっす＾＾,11,0,0,2,0,1,1,1
さっきなんのスイッチだろって言ってたくせに,11,0,0,2,2,1,0,0
殺人者にも愛情深いですよ。,9,0,1,2,0,1,1,1
ファン、空気読め,4,0,0,2,0,1,1,1
いつものさくや,4,0,0,2,0,0,0,0
どうせサーベルなんぞつかわん,5,0,0,2,0,0,0,0
だれでもよけられそうｗｗｗ,7,0,0,2,0,0,0,0
暗殺者っていっても、どこぞの伝説の暗殺者()みたいなものいるしなぁ,20,0,1,2,1,1,0,0
最近並ぶ事皆無になったからこれが普通なのか,14,0,0,2,0,0,1,1
白羽の矢は刺さるものではなく立つ物じゃ。歴史より先に日本語の勉強が必要なのじゃ,25,0,0,2,2,1,0,0
自称日系,2,0,0,2,1,1,0,0
お前らが生きてること自体ミスみたいなもんなのによく人のミス叩けるな,19,0,0,2,1,1,1,1
ゆってないから滲み出るくっそ哀れな知能指数恥ずかしくないんか？,16,0,0,2,2,1,0,0
初心者なんだろ（適当）,7,0,0,2,1,1,0,0
下手なUTAUよりも歌詞が聞き取れる,8,1,1,2,0,0,0,0
服前回とおなじだけどオシャレだね,9,0,0,2,1,1,1,1
掛け声いらんわ,4,0,0,2,0,0,0,0
←そんなくっさいセリフ言って恥ずかしくないの？,11,0,0,2,1,1,0,0
すげえ店だなｗ,6,0,0,2,0,1,0,1
隠れがちのクソキャラくんオッスオッス,6,0,1,2,0,0,0,0
いい性格してる,4,0,0,2,0,1,1,1
削減するとか言い出した鳩ポッポがおかしいだけのはなし,12,0,0,2,1,1,0,0
さすが先輩,2,0,0,2,0,0,1,1
工場が海外に移転しただけ,8,0,0,2,1,1,0,0
いつもの,2,0,0,2,0,0,0,0
あわよくば有名になりたいとでも思ってんの？,12,0,0,2,1,1,1,1
全部人形劇とでも言う気か？,10,0,0,2,0,0,0,0
 そういえば明智白髪だけど歳なの？,11,0,0,2,1,1,0,0
コロナは日本人の考えを改め、諸外国の考え方を学べる良い教材になりましたね,21,0,0,2,0,1,1,1
さすが進学クラスｗ,4,0,0,2,0,0,1,1
単純でうらやましい,3,0,0,2,0,1,0,1
関係ない実況者の名前出すの寒いなぁ...,11,0,0,2,1,1,0,0
再生数どうされたんですか？事故ですか？,14,0,0,2,0,1,0,0
相手の手札見ながらは流石になぁ・・・,12,0,0,2,0,1,1,1
小学生ですか？,4,0,0,2,0,1,0,0
ファン多くて当然でしょ笑　それに、こんぐらい声かけないとライブにならないよ？？,22,0,0,2,2,1,1,1
中学レベルの知識があればわかるだろうに・・,13,0,0,2,2,1,0,0
内政で興奮する変態のイメージが強いけどそれニコニコのできる夫だわ,17,1,1,2,1,1,2,1
KENのセミナーによく顔出してる奴だろ 全然気持ち良さ伝わらんけど,16,0,0,2,2,1,1,1
薔薇族に失礼,4,0,0,2,0,0,0,0
ファンやば!　←それな,6,0,0,2,0,0,1,1
淫夢もこんなのばっかになったね,9,0,0,2,1,1,0,1
普通に歩く変態,4,1,1,2,0,0,1,1
残念なメイドだなぁ,5,0,0,2,0,1,0,0
ジオングがミニマムサイズの時点でお察し,9,0,0,2,0,0,0,0
高価格の端末を無料かのように契約させるからこうなる,16,0,0,2,0,0,0,0
売名したのに有名になれなかった雑魚ってマジ？,13,1,1,2,2,1,1,1
調べて面白いと思えるわけがないだろこいつらの頭で,14,1,1,2,2,1,1,1
ちょいちょい神格化しすぎな奴いんな,10,0,0,2,0,1,0,1
いつの時代の話なんですかねぇそれ,11,0,0,2,0,1,0,0
画質悪すぎ。初心者かな？,8,0,0,2,0,1,0,0
語彙力,2,0,0,2,0,0,0,0
このシリーズはいくら貰ってやられてるんですか？,13,0,0,2,0,1,0,0
YouTubeみたら喋り方も商材もケンの真似しててワロタ,16,0,0,2,0,0,0,0
あほが・・・・,7,0,1,2,0,0,0,0
聞いてる分にはオシャレだけど実際は・・・,13,0,0,2,1,1,1,1
病院行け,2,0,0,2,1,1,0,0
ここだけはうまいな,5,0,0,2,1,1,1,1
スペックだけは良い,4,0,0,2,1,1,1,1
↑何で？応援してるんだよ？掛け声うるさい　とか　掛け声いらない　とか最低すぎw,23,2,1,2,1,1,1,1
ボイスドラマのくせに一切声使われないとか恥ずかしくないの？,15,0,0,2,2,1,0,0
市場の荒波を掻い潜ってきた企業に民主主義政府はなんもできんよ。企業も国民なんだし,27,0,0,2,0,1,0,0
顔かわった？,4,0,0,2,0,0,0,0
タイムアタックかな？,5,0,0,2,0,1,0,0
うまく並べん幼稚園生みたいww,6,0,0,2,0,1,1,1
意味のないこだわりは捨てたほうが身軽になっていいよ。,16,0,0,2,1,1,2,1
幼稚園だ...,3,0,0,2,0,1,0,0
さっきニキの内番の袖出したときにひっかけたのかな？,17,0,0,2,0,1,0,0
生真面目な人は順路で戻るね,8,0,0,2,0,1,0,1
左端のはイタリア編に出てきた奴らかな？,14,0,0,2,0,1,0,0
演舞かな？,4,0,0,2,0,1,0,0
新鮮すぎる,2,0,0,2,1,1,1,1
ある意味正しい姿ですね,6,0,0,2,0,1,1,1
よく考えるとホモで釣るというのもおかしな話だ,12,1,1,2,1,1,1,1
観光ツアーかな？,5,0,0,2,0,1,0,0
声かけがないと、困ると思うよ？笑,12,0,0,2,1,1,0,0
イケメンなら対応が違うんだろな,8,0,0,2,1,1,1,1
帰国子女かな？,5,0,0,2,0,1,0,1
土下座はまだですか？ありえないおばさま,11,0,0,2,1,1,0,0
ダメンズかな？,4,0,0,2,0,1,0,0
うーん、これはギアーズ幼稚園児ｗ,8,0,0,2,0,1,0,0
幼稚園みたいwww,3,0,0,2,0,1,0,0
容赦ないマジレスといいまわしで草,7,0,0,2,1,1,0,1
貴様何にもしてないくせにｗｗｗｗｗｗ,10,0,0,2,1,1,0,1
消費者に騙して不利益生じさせまくってるのによく言うよ,14,0,0,2,1,1,1,1
アメリカ人の開き直りっぷりは異常,7,0,0,2,0,0,0,0
おもろいのはおもろいんやけどね,8,0,0,2,1,1,2,1
どこが可愛いのか…,6,0,0,2,0,0,0,0
むしろ利用料金値上がったのに還元？,9,0,0,2,1,1,0,0
見た目だけはふさふさやった,6,0,0,2,1,1,0,0
実際詐欺みたいなもんだからええやろ,9,0,0,2,0,0,0,0
ある程度いろんな絵を見ててもらわないと説明してあげることすら出来ないんだよなあ,22,0,0,2,2,1,0,0
韓国みたいな歌だな・・,8,0,0,2,0,1,0,0
で、考える頭無いから爆発オチっていう安直なネタしかでてこない。,18,0,0,2,3,1,0,1
相手の手札見ながらは流石になぁ……,11,0,0,2,0,1,1,1
楽しいけど…,3,0,0,2,1,1,1,1
比較的静かだね,4,0,0,2,0,0,0,0
山椒魚かな？,4,0,0,2,0,1,0,0
逃げるトカゲを騙し討ちのように近付いて倒すのが王の儀式なんですね・・・,23,0,0,2,0,0,0,0
いい服のセンスしてますね,8,0,0,2,0,0,1,1
金田一は子供向けなのかな？,9,0,0,2,0,1,0,0
我慢して持ってたら助かってたのに・・・,13,0,0,2,1,1,0,0
いつものホラー粘着おじさんじゃないか、呆れるなぁ,11,0,0,2,2,1,0,0
だめだこりゃ,3,0,0,2,0,0,0,0
おもしろいのに,2,0,0,2,1,1,0,1
人の作品に頼るのか,7,0,0,2,0,0,0,0
アメリカ国民かな？,5,0,0,2,0,1,0,0
明智が鼻で笑うレベルのトリック,8,0,0,2,1,1,1,1
前奏長いし、ダレてる。再構築っつーかグチャグチャにしただけって感じ,20,0,0,2,2,1,0,0
中には５歳児かな？,8,0,0,2,0,1,0,0
音楽が流れるだけ,4,0,0,2,1,1,0,0
スト子はエンターテイナーだな,6,0,0,2,0,1,0,0
あなたの服のセンスって流行に流されずに個性的ですね。,17,0,0,2,1,1,0,1
声きれいですね,4,0,0,2,0,0,0,0
この人ほんとにクスリやってない？,8,0,0,2,1,1,0,0
これはどちらさんの放送？,7,0,0,2,0,0,0,0
まるで安い怪獣番組でも見ているかのようだった。,15,0,0,2,0,0,0,1
凡百の屑は全員パパパッと殺して…オワリッ！,13,0,1,2,0,0,0,0
犯人の頭がいいことだけは分かった,10,0,0,2,1,1,1,1
はいはいｗ,3,0,0,2,0,0,0,0
掛け声いらん！！！！！,8,0,0,2,0,0,0,0
うみこってクレー射撃とかやって・・・。あ！賃貸物件じゃ所持許可出ないな！,23,0,0,2,2,1,0,0
よくある事自体問題だと思うんですが・・・半島じゃあるまいし・・・,22,0,0,2,1,1,1,1
D．屋上で刃傷沙汰を起こす,8,0,0,2,0,0,0,0
自称名人まじカッコよくないからコメしないでくれw,13,0,1,2,3,1,1,1
ソロプレイかな？,4,0,0,2,0,1,0,0
やめりゃいいじゃんw,4,0,0,2,0,1,1,1
よかったな、お前の思い通りになって...,12,0,0,2,0,1,0,0
動きぎこちないな,4,0,0,2,1,1,0,0
BGMのセンス皆無なのはもこう意識してるん？,14,0,0,2,0,1,0,0
相手の手札見ながらはさすがになぁ……,11,0,0,2,0,0,1,1
相手の手札みながらはさすがになぁ…,10,0,0,2,0,0,1,1
お金でももらってんの？,7,0,0,2,0,1,0,0
IQ50くらいしかなさそう,7,0,0,2,1,1,1,1
弱いだけの人間に魅力があるとでも？,11,1,1,2,1,1,1,1
どこも置いてなさそうな台だな,11,0,0,2,0,1,0,0
日本人だったらいいのにな,6,0,0,2,1,1,1,1
さすが自称バランサー様やで,6,0,0,2,1,1,2,1
ゴッドの前半の暴れっぷりは気持ちよかった,9,0,0,2,0,0,0,0
下手くそ二人が仲良く脱落して僕満足！,11,1,1,2,0,0,0,0
ロリコンレズ野獣先輩姉貴は何色でこめんとしたらいいんですかね？,20,0,1,2,0,1,1,1
無礼者かな？,5,0,0,2,0,1,0,0
あなたのアイデアが認められるなんて、会社の役員も勇気がありますね。,18,0,0,2,1,1,1,1
向こうも弱くはないはずなんだけどなぁ…,12,0,0,2,2,1,0,0
久しぶりにマイリス多い,4,0,0,2,0,0,0,0
主人公だから仕方ない,5,0,0,2,1,1,0,0
いいたいだけだろ,4,0,0,2,2,1,1,1
ここの従業員どうしょうもねぇな,6,0,0,2,0,0,0,0
誰だよとかエアプ丸出しで草　恥ずかしくないの？,13,0,0,2,1,1,0,0
また君かぁ、やめたら？まだ投稿してる人の作品を釣りに使うの,19,1,1,2,0,1,0,0
あなたが時間より遅れてきてくれたからじっくりと考え事ができました。,19,0,0,2,0,0,0,0
臨時休校すれば鎖国もすれば？,9,0,0,2,0,0,0,0
恥を見に来ました,7,0,0,2,0,0,0,0
まぁ、２０歳児さんですし。,9,0,0,2,0,0,0,0
何で皆、文句ばっかりいうの？？あきれるー笑,12,0,0,2,0,1,0,0
今週刊で描いてる人で総合力で凄い人って全然いないな。月刊なら幸村誠とかいるんだけど,27,0,0,2,3,1,1,1
たのしそうだな,4,0,0,2,0,1,1,1
誰でも分かるんだよなぁ･･･,9,0,0,2,0,0,0,0
この前の怪文書と大違いっすね…,10,0,0,2,0,0,0,0
演出はいいんだよなぁ,7,0,0,2,0,0,1,1
お笑い芸人かな?,5,0,0,2,0,0,0,0
マスク２枚ありがとうございます,6,0,0,2,0,0,0,0
口パクやめろ、ちゃんと歌え,6,1,1,2,0,0,0,0
これ勝つ気ねーだろ,5,0,0,2,1,1,1,1
自力でとか普通に倒せたとかいってる人わろす,13,0,0,2,0,1,1,1
まあ普通はアワーグラス20個集めないけどな,11,0,0,2,2,1,1,1
いや、ノーマルなら普通にいけない？,9,0,0,2,1,1,1,1
菅野ジャズ嫌いなのにね,6,0,0,2,1,1,0,0
手拍子が自分も他人も聴くことに邪魔になってることに気づいてくれ･･･頼むから･･･,22,0,0,2,0,1,0,0
ジャズきらいなくせにコレって,7,0,0,2,1,1,0,0
ミュージシャンにとって、ライブ中に素人に手拍子されると、本当に困る,15,0,0,2,0,1,0,0
これは、JAZZじゃない。劇中はJAZZ多いけど。,14,0,0,2,3,1,0,0
踊りじゃねーって、ゆとりはこれだから・・・,13,0,0,2,2,1,0,0
手拍子ごときにぐだぐだ言う奴はプロでは無いなｗ,13,0,0,2,1,1,0,0
手拍子されると嬉しいけど邪魔,7,0,0,2,1,1,0,0
どっちも原作知ってる必要あるからのびないんだろうな～,15,0,0,2,2,1,0,0
これはいいなｗｗ,6,0,0,2,0,0,1,1
最後は好き,3,0,0,2,0,0,1,1
黒コメはもうちょっとストーカーっぽい黒さの方が楽しいな。怖いけど愛がある、みたいな。,24,0,0,2,1,1,1,1
評価はされていると思うが 如何せんジェネレーションギャップが･･･,14,0,0,2,0,0,0,0
画質が低いのがちょっとつらい,7,0,0,2,0,0,0,0
元の歌詞がわかればもっと楽しめるかも,9,0,0,2,0,0,0,0
これは微妙だろ　どっちも好きだけど,10,0,0,2,2,1,1,1
大体命命っていうけどさ…そういう言い方も実質責任逃れなんだよな。只単に命があって何？無理やり生かされてて何？,35,0,0,2,2,1,0,0
生きてる証って何？心だろ？大事なのは心じゃないのか？否応無しの生き様だの根拠無いハッピーエンド像だのンな事で命が語れるか,39,0,0,2,5,1,1,1
今の開発費と3Dに偏ったゲームより断然いいよなぁ,16,0,0,2,0,0,1,1
FFの展開とほぼ同じじゃん,7,0,0,2,0,1,0,0
強くてﾆｭｰあるから全部見るの楽だろ,10,0,0,2,1,1,0,0
BGM無しで撮った後別の動画の音声と合成編集してるね、仲間既に全滅済み,22,0,0,2,0,1,0,0
まだイージーとか言ってるやつが居るのか,10,0,0,2,0,1,0,0
画質がな～,4,0,0,2,0,0,0,0
可愛いのはわかるが、結局何がどうなんだ？,14,0,0,2,0,0,0,0
確かにやよいっぽくない,5,0,0,2,1,1,0,0
おいおい、英語の歌詞ぐらいくちんと歌っるようになってからやれよ。ギター兄ちゃんはこれだからいかん。,27,0,0,2,0,1,0,0
これは美しい,3,0,0,2,0,0,0,0
映像より音楽のがすごいと思う,8,0,0,2,0,0,1,1
無理やり綺麗にまとめるなよ,6,0,0,2,0,0,0,0
この手の出で完結してるのは珍しい,11,0,0,2,0,1,0,0
いやー良くまとまってるよ,5,0,0,2,0,1,0,0
かっこいいのか！？？,6,0,0,2,0,0,0,1
・・・・・・・・あれ、要するにドラえもんたちのせい？,16,0,0,2,0,0,0,0
いちいち元ネタ教えてくれなくてもいいよ,11,0,0,2,0,0,1,1
いい画像ですね,4,0,0,2,0,0,1,1
俺死にたくなってきた･･･,8,0,0,2,0,1,0,0
みんなおかしいよ、俺は癒されるよ,9,0,0,2,0,0,0,0
なぜfullもこのテンポでいかなかったのか,11,0,0,2,0,0,0,0
すごく・・・最後に相応しいです,8,0,0,2,0,0,0,0
今やればもう少し流行ってたかもなあ・・・,12,0,0,2,0,1,0,0
俺はスゲー好きだったんだけど周りのやつはなんかダメだって言われたわ,20,0,0,2,1,1,1,1
俺も友達に同じこと言われたわ･･･,11,0,0,2,0,0,0,0
好きだったんだけどグダグダだったんだよなあ,13,0,0,2,1,1,1,1
ヘテロダインは自然災害扱いだしナァ　スパロボでとほしいけど出てほしくない二律反正,22,0,0,2,2,1,0,0
小学生のときは、良さがイマイチわからなかったな,13,0,0,2,0,0,0,1
OPだけだと普通に強そうなんだよな,13,0,0,2,1,1,1,1
このちょっとくどいキャラデザが好き,6,1,1,2,0,0,1,1
最弱で最高のスーパーロボットやんけ！,10,0,0,2,0,0,0,0
装甲値200というボスボロットよりも薄い装甲,9,0,0,2,1,1,0,0
日本にまだ夢と希望があった時代だな・・,14,0,0,2,0,1,1,1
この作品だけはうすたに通ずるものがあるな・・・,15,0,0,2,1,1,0,0
聖杯取ったら良いのにｗ,7,0,0,2,1,1,1,1
あら勿体無い,3,0,0,2,1,1,0,0
主頑張ろうよ…,5,0,0,2,0,0,0,0
コメントした人恥ずかしいだろうなぁｗ,9,0,0,2,1,1,0,0
人に聞くばっかりで、自分で調べる努力をしない奴は解らんだろうな,19,0,0,2,2,1,0,0
嫉妬コメ乙,3,0,0,2,0,0,0,0
歌うまいんだからマイク買って編集してあげたほうがいい,16,0,0,2,0,1,2,1
やってても儀礼的なことだけだろうなぁｗ,13,0,0,2,2,1,0,0
まぁ・・・ねぇ,5,0,0,2,0,0,0,0
あたりまえだろｗｗｗｗ,3,0,0,2,1,1,0,0
普通に自動車化歩兵でいいだろｗｗｗ,9,0,0,2,1,1,2,1
そう言ってると後からうるさくなるぞ,9,0,0,2,0,1,0,0
当り前である,3,0,0,2,0,0,0,0
情報はないんだなこれが,8,0,0,2,1,1,0,0
当たり前だw,3,0,0,2,0,0,0,0
ですよねｗ,4,0,0,2,0,1,0,0
そりゃそうだろｗｗｗ,4,0,0,2,1,1,0,0
おまえのせいだろｗｗｗｗ,5,0,0,2,1,1,0,0
どうがんばっても死ぬ,5,0,0,2,0,1,0,0
やると思ったw,5,0,0,2,0,0,0,0
折られてなくても負けだったとお思うけどなｗ,15,0,0,2,1,1,0,0
誰もこないｗｗｗｗｗｗｗｗｗｗｗｗｗ,5,0,0,2,1,1,0,0
おせえよｗｗｗｗｗｗ,3,0,0,2,0,0,0,0
防衛やる気なさすぎｗ,6,0,0,2,0,0,0,0
もっと前にでていいんじゃね,9,0,0,2,1,1,1,1
声はいいよ、音程がんばれ,7,0,0,2,0,0,1,1
時間稼ぎするんだぞ？,7,0,0,2,0,0,0,0
気を引き締めていけよーw,7,0,0,2,0,0,0,0
オタク特有の腐ってる性格恥ずかしくないの？(嘲笑),13,0,0,2,1,1,0,0
見てませんよ～ｗｗ,8,0,0,2,0,0,0,0
スクゴリ使ってんの初めて見たwwww,9,0,0,2,0,1,0,0
サビが残念かな,5,0,0,2,0,0,0,0
嫌われてんじゃね？,6,0,0,2,0,1,0,0
やる気だしすぎｗｗｗ,4,0,0,2,0,1,0,0
焦りすぎやw,4,0,0,2,0,0,0,0
これはわざとか？,5,0,0,2,0,0,0,0
せっかく殺し間使うんだから、鉄砲にもう少しコスト割いたら？,15,0,1,2,0,0,0,0
そんな装備で大丈夫か？,6,0,0,2,0,1,1,1
罵倒する言葉が中学生wwwwww,6,0,0,2,0,0,0,0
お前は小学生だけどなwwwwww,7,0,0,2,1,1,0,0
すぐ怒るのは精神が弱すぎだ,9,0,1,2,0,0,0,1
どうせ溢れる,2,0,0,2,0,0,0,0
まぁ逃げられないよな,6,0,0,2,1,1,0,0
クソワロタ(真顔),4,0,1,2,0,0,0,0
まだ続けてらしたのですね,8,0,0,2,0,0,0,0
さすがチンパン,3,0,0,2,0,0,1,1
主は気付いたら一人になってる事多いね,12,0,0,2,0,1,0,0
主さんよくテンション保つなぁ,6,0,0,2,0,0,1,1
やめろとかw何様だよww,7,1,1,2,0,0,0,1
さっきのでもわかったけどね,7,0,0,2,1,1,0,0
それが問題だろ自覚ないのか,8,0,0,2,2,1,0,0
それ言うから伸びんのだよ,7,0,0,2,0,0,0,0
まぁ普通そう思うよねｗ,7,0,0,2,0,0,1,1
提督は帰って、どうぞ,6,0,0,2,0,1,0,0
まぁだいたいあってるよ,5,0,0,2,0,1,0,0
ビビりすぎw,3,0,0,2,0,0,0,0
どっか見どころあったか？,6,0,0,2,0,0,0,0
こういう動画を携帯で聞く人いないでしょ,10,0,0,2,1,1,0,0
見事な蹲踞ｗ,4,0,0,2,0,0,0,0
作れないのでなく作りませんか・・・,12,0,0,2,1,1,0,0
ワンフェスでは人気者だったダヨちゃん。,10,0,0,2,0,0,0,0
まー飛べてるだけまだいいよ,8,0,0,2,1,1,1,1
さすがにもうちょいエイム力上げようか,8,0,0,2,0,0,1,1
初心者に防衛側はキツイな,7,0,0,2,0,0,0,0
君の視界はどうなってるの？,9,0,0,2,0,1,0,0
これ恥ずかしくないの？,5,0,0,2,1,1,0,0
酔っ払いかな？,4,0,0,2,0,1,0,0
声が合ってないという不思議w,8,0,0,2,2,1,0,0
早送りなのに運転荒いとかわかるのか,9,0,0,2,1,1,0,0
盗賊ギルドを裏切った奴は英雄ですね解りますｗ,13,0,0,2,0,0,0,0
ごめーーんわざとなの,7,0,0,2,0,0,0,0
やらされてる法曹ほどつまらんものはないな,11,0,1,2,1,1,0,0
誰でもわかるｗ,5,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
nan,1,0,0,2,0,0,0,0
